"Tweet id","Tweet permalink","Tweet text","time","impressions","engagements","engagement rate","retweets","replies","likes","user profile clicks","url clicks","hashtag clicks","detail expands","permalink clicks","app opens","app installs","follows","email tweet","dial phone","media views","media engagements","promoted impressions","promoted engagements","promoted engagement rate","promoted retweets","promoted replies","promoted likes","promoted user profile clicks","promoted url clicks","promoted hashtag clicks","promoted detail expands","promoted permalink clicks","promoted app opens","promoted app installs","promoted follows","promoted email tweet","promoted dial phone","promoted media views","promoted media engagements"
"845006292045455361","https://twitter.com/mozTechSpeakers/status/845006292045455361","Our @lakatos88 perpetuating the selfie-on-stage tradition, sporting the lovely #moztechspeakers swag. The 'being cheeky' is new though... https://t.co/AlSQMsPfef","2017-03-23 20:16 +0000","406.0","6.0","0.014778325123152709","0.0","0.0","5.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"843803622018355201","https://twitter.com/mozTechSpeakers/status/843803622018355201","@siddhartharao17 hi! Please refer to https://t.co/oBCHprIw9V — TL;DR: no date yet for next cohort.","2017-03-20 12:37 +0000","56.0","4.0","0.07142857142857142","0.0","1.0","0.0","0.0","1.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"843460961939996676","https://twitter.com/mozTechSpeakers/status/843460961939996676","Aannd #FOSSASIA is a wrap! Thanks for all da tweetz, team!💙🗣 @isantoshv @chikoski @dikyarga @bobreyes @mijanur_rayhan @trishulgoel @dietrich https://t.co/SzKBnoMlr6","2017-03-19 13:55 +0000","638.0","24.0","0.03761755485893417","1.0","0.0","10.0","4.0","0.0","0.0","3.0","0.0","0","0","0","0","0","80","6","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"842125692758286336","https://twitter.com/mozTechSpeakers/status/842125692758286336","Great post by @andgokevin about “Minecraft in WebVR with HTML using @aframevr tutorial available on @Real_CSS_Tricks https://t.co/cgxLrLfyfD","2017-03-15 21:29 +0000","27348.0","152.0","0.005557993271902881","15.0","1.0","30.0","17.0","76.0","0.0","13.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"841546542712573953","https://twitter.com/mozTechSpeakers/status/841546542712573953","@ScribblingOn hi! Currently there are no plans for that (we're barely through the current one!) — but watch this space for updates! 😉","2017-03-14 07:08 +0000","57.0","4.0","0.07017543859649122","0.0","0.0","0.0","1.0","0.0","0.0","2.0","1.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"841397822490570754","https://twitter.com/mozTechSpeakers/status/841397822490570754","#devroadshow Barcelona with @SajirKun of the #mozTechSpeakers! 💙 https://t.co/rpptlDGZM5","2017-03-13 21:17 +0000","344.0","4.0","0.011627906976744186","0.0","0.0","3.0","1.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834863381580484608","https://twitter.com/mozTechSpeakers/status/834863381580484608","much wow, so #moztechspeakers, how #mozlove! https://t.co/yW2RU3z88v","2017-02-23 20:31 +0000","349.0","6.0","0.017191977077363897","0.0","0.0","4.0","0.0","0.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"834459420931346433","https://twitter.com/mozTechSpeakers/status/834459420931346433","Last week our lovely @ioana_cis &amp; @gabriel_micko rocked @rollingscopes 🎸💥. You can read all about it in Ioana's post https://t.co/jbaC4ZKejs","2017-02-22 17:46 +0000","840.0","14.0","0.016666666666666666","2.0","0.0","7.0","0.0","3.0","0.0","2.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"832731089676349441","https://twitter.com/mozTechSpeakers/status/832731089676349441","Stay warm #moztechspeakers, and rock #rsconf2017 🔥💥🎸 https://t.co/ja0z0hRWWv","2017-02-17 23:18 +0000","450.0","6.0","0.013333333333333334","0.0","0.0","4.0","2.0","0.0","0.0","0.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
"832344231058489344","https://twitter.com/mozTechSpeakers/status/832344231058489344","Please read. 😊 https://t.co/FK6DxckFV8","2017-02-16 21:41 +0000","453.0","5.0","0.011037527593818985","1.0","0.0","2.0","1.0","0.0","0.0","1.0","0.0","0","0","0","0","0","0","0","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-","-"
